EstC;Ndep;Renda;TipoR;Vbem;Nparc;Vparc;Nveic;CC;Tel; Idade ;TmpTrab;Entrada;Classe
1;0;1400;1;698;3;223;0;0;0;31;6;100;1
0;0;1400;1;665;12;93;0;0;0;31;6;0;1
1;0;1000;1;466;4;136;0;0;0;31;6;0;1
0;0;1400;1;562;12;79;0;0;0;31;6;0;1
1;0;2000;1;639;10;88;0;0;0;31;6;0;1
1;0;2851;1;885;10;122;0;0;0;31;6;0;1
1;0;1300;1;317;9;52;0;0;0;31;6;0;1
0;0;3604;1;651;24;63;0;0;0;31;6;0;1
1;0;5610;1;600;10;75;0;0;0;31;6;0;1
1;0;5610;1;567;10;78;0;0;0;31;6;0;1
1;0;5610;1;427;10;53;0;0;0;31;6;0;1
0;0;1400;1;514;2;173;0;0;0;40;119;173;1
0;0;350;1;340;8;61;0;0;0;52;264;0;1
0;0;590;1;396;6;88;0;0;0;52;264;0;1
0;0;373;1;680;12;92;0;0;0;40;120;0;1
0;0;300;1;378;6;84;0;0;1;40;120;0;1
0;0;1700;1;314;2;107;0;0;0;39;108;107;1
2;0;500;1;409;10;62;0;0;1;36;72;0;1
1;0;300;1;618;10;89;0;0;0;30;6;0;1
1;0;336;1;479;9;78;0;0;0;30;6;0;1
1;0;300;1;410;9;67;0;0;0;30;6;0;1
0;0;400;1;546;10;83;0;0;0;30;6;0;1
0;0;450;1;550;24;53;0;0;0;30;6;0;1
0;0;500;1;599;9;97;0;0;0;30;6;0;1
0;0;360;1;428;6;91;0;0;0;30;6;0;1
0;0;600;1;690;12;75;0;0;0;30;6;0;1
0;0;350;1;399;9;65;0;0;0;30;6;0;1
0;2;411;1;468;10;65;0;0;0;30;6;0;1
0;0;380;1;429;10;60;0;0;0;30;6;0;1
1;0;500;1;480;10;67;0;0;0;30;6;0;1
0;0;753;1;639;10;88;0;0;0;30;6;0;1
1;2;650;1;537;6;113;0;0;0;30;6;0;1
0;1;500;1;399;10;55;0;0;0;30;6;0;1
0;1;500;1;398;6;87;0;0;0;30;6;0;1
0;0;578;1;459;10;70;0;0;0;30;6;0;1
1;0;500;1;365;3;145;0;0;0;30;6;0;1
1;0;550;1;399;10;55;0;0;0;30;6;0;1
0;1;500;1;339;6;75;0;0;0;30;6;0;1
1;0;535;1;345;5;85;0;0;0;30;6;0;1
0;0;700;1;430;9;70;0;0;0;30;6;0;1
0;2;580;1;349;10;51;0;0;0;30;6;0;1
1;0;700;1;403;3;150;0;0;0;30;6;0;1
0;0;600;1;341;6;73;0;0;0;30;6;0;1
0;0;938;1;525;10;76;0;0;0;30;6;0;1
1;0;600;1;301;6;65;0;0;0;30;6;0;1
0;0;1600;1;429;10;60;0;0;0;30;6;0;1
0;0;1100;1;636;10;97;0;0;1;44;180;0;1
1;0;320;1;309;5;76;0;0;0;39;120;0;1
1;0;600;1;409;3;152;0;0;0;33;48;0;1
0;0;600;1;518;12;71;0;0;1;32;36;0;1
0;0;330;1;456;12;62;0;0;0;29;6;0;1
0;0;300;1;399;10;55;0;0;0;29;6;0;1
1;0;300;1;373;10;54;0;0;0;29;6;0;1
1;0;800;1;929;6;197;0;0;0;29;6;0;1
0;0;500;1;567;6;121;0;0;0;29;6;0;1
1;0;400;1;410;10;63;0;0;0;29;6;0;1
0;0;400;1;400;12;57;0;0;0;29;6;0;1
1;0;800;1;683;9;111;0;0;0;29;6;0;1
0;0;600;1;459;10;64;0;0;0;29;6;0;1
0;0;500;1;359;9;59;0;0;0;29;6;0;1
1;0;630;1;433;10;66;0;0;0;29;6;0;1
0;0;800;1;546;6;116;0;0;0;29;6;0;1
1;0;560;1;376;10;55;0;0;0;29;6;0;1
0;0;800;1;465;15;55;0;0;0;29;6;0;1
0;0;800;1;429;10;60;0;0;0;29;6;0;1
0;0;600;1;315;4;93;0;0;0;29;6;0;1
1;0;966;1;462;10;70;0;0;0;29;6;0;1
0;0;1500;1;449;5;108;0;0;0;29;6;0;1
1;0;3000;1;498;6;106;0;0;0;29;6;0;1
0;0;2000;1;309;6;66;0;0;0;29;6;0;1
0;0;519;1;431;9;70;0;0;1;41;156;0;1
0;0;1250;1;436;3;119;0;0;1;29;12;119;1
0;0;2000;1;791;10;120;0;0;1;28;0;0;1
1;1;300;1;505;10;70;0;0;0;28;6;0;1
0;0;400;1;511;10;78;0;0;0;28;6;0;1
1;0;500;1;618;10;89;0;0;0;28;6;0;1
0;0;301;1;340;6;73;0;0;0;28;6;0;1
1;0;324;1;344;10;53;0;0;0;28;6;0;1
1;0;450;1;479;10;73;0;0;0;28;6;0;1
0;0;489;1;495;9;60;0;0;0;28;6;60;1
0;0;600;1;600;6;85;0;0;0;28;6;205;1
0;0;500;1;480;10;67;0;0;0;28;6;0;1
1;0;460;1;352;9;58;0;0;0;28;6;0;1
0;0;560;1;397;12;54;0;0;0;28;6;0;1
0;0;900;1;597;10;82;0;0;0;28;6;0;1
0;0;600;1;349;6;75;0;0;0;28;6;0;1
1;0;600;1;330;10;51;0;0;0;28;6;0;1
1;0;700;1;369;6;79;0;0;0;28;6;0;1
0;0;2500;1;418;4;122;0;0;0;28;6;0;1
1;0;4000;1;459;10;70;0;0;0;28;6;0;1
0;0;658;1;372;2;126;0;0;0;36;106;126;1
2;0;1000;1;552;6;124;0;0;1;57;360;0;1
0;0;592;1;322;6;73;0;0;1;48;252;0;1
0;0;640;1;370;3;138;0;0;0;38;132;0;1
1;0;700;1;356;6;79;0;0;1;34;84;0;1
0;0;551;1;309;3;116;0;0;0;30;36;0;1
0;0;629;1;627;10;95;0;0;1;28;12;0;1
0;0;700;1;433;4;128;0;0;0;28;12;0;1
0;0;300;1;399;6;89;0;0;1;27;0;0;1
0;0;400;1;559;12;76;0;0;0;27;6;0;1
1;0;360;1;456;6;100;0;0;0;27;6;0;1
1;0;600;1;735;10;111;0;0;0;27;6;0;1
1;0;400;1;468;10;65;0;0;0;27;6;0;1
1;0;450;1;459;10;70;0;0;0;27;6;0;1
0;3;610;1;597;10;82;0;0;0;27;6;0;1
1;0;480;1;468;10;65;0;0;0;27;6;0;1
0;0;400;1;348;10;51;0;0;0;27;6;0;1
0;0;420;1;330;6;71;0;0;0;27;6;0;1
0;0;578;1;392;10;55;0;0;0;27;6;0;1
1;0;650;1;369;3;139;0;0;0;27;6;0;1
1;0;2628;1;1059;10;145;0;0;0;27;6;0;1
0;0;2500;1;631;5;151;0;0;0;27;6;0;1
1;0;2000;1;483;10;73;0;0;0;27;6;0;1
1;0;2628;1;429;10;65;0;0;0;27;6;0;1
0;3;1380;1;1074;2;360;0;0;0;38;140;360;1
2;0;900;1;482;2;163;0;0;0;33;82;163;1
0;0;332;1;593;4;100;0;0;0;44;215;198;1
3;0;400;1;479;15;59;0;0;1;41;180;0;1
0;0;1200;1;305;3;115;0;0;1;35;108;0;1
0;0;480;1;398;6;89;0;0;0;33;84;0;1
1;0;480;1;360;4;107;0;0;0;28;24;0;1
0;0;578;1;395;6;88;0;0;0;28;24;0;1
0;0;302;1;484;6;53;0;0;1;26;0;250;1
1;0;300;1;300;5;74;0;0;1;26;0;0;1
1;0;520;1;849;10;117;0;0;0;26;6;0;1
0;0;450;1;525;9;86;0;0;0;26;6;0;1
1;0;350;1;322;6;69;0;0;0;26;6;0;1
0;0;800;1;700;5;168;0;0;0;26;6;0;1
1;0;600;1;507;6;108;0;0;0;26;6;0;1
0;0;400;1;329;9;54;0;0;0;26;6;0;1
0;1;800;1;643;6;116;0;0;0;26;6;100;1
1;0;800;1;639;10;88;0;0;0;26;6;0;1
0;0;450;1;318;3;120;0;0;0;26;6;0;1
0;0;1500;1;1000;10;151;0;0;0;26;6;0;1
0;0;600;1;385;9;63;0;0;0;26;6;0;1
0;0;550;1;350;10;54;0;0;0;26;6;0;1
0;0;1200;1;715;5;174;0;0;0;26;6;0;1
0;2;600;1;332;5;80;0;0;0;26;6;0;1
0;2;605;1;316;6;70;0;0;0;26;6;0;1
1;0;1400;1;500;6;107;0;0;0;26;6;0;1
0;3;1500;1;450;9;74;0;0;0;26;6;0;1
0;0;2429;1;505;10;77;0;0;0;26;6;0;1
3;0;713;1;576;3;157;0;0;1;49;288;157;1
0;0;767;1;647;4;191;0;0;1;43;216;0;1
0;0;700;1;647;6;150;0;0;0;40;180;0;1
0;0;360;1;425;12;58;0;0;0;35;120;0;1
0;0;1800;1;543;4;160;0;0;1;35;120;0;1
1;0;567;1;360;6;80;0;0;1;32;84;0;1
0;0;710;1;750;9;82;0;0;0;29;48;250;1
1;0;390;1;872;6;105;0;0;0;28;36;400;1
1;0;310;1;399;12;54;0;0;0;26;12;0;1
0;0;800;1;310;5;61;0;0;0;26;12;61;1
0;0;390;1;818;9;100;0;0;0;25;6;200;1
1;0;400;1;679;9;110;0;0;0;25;6;0;1
1;0;300;1;480;10;67;0;0;0;25;6;0;1
1;0;350;1;480;10;67;0;0;0;25;6;0;1
0;0;310;1;410;6;88;0;0;0;25;6;0;1
1;0;360;1;468;12;64;0;0;0;25;6;0;1
1;0;418;1;469;3;102;0;0;0;25;6;200;1
0;0;300;1;335;9;55;0;0;0;25;6;0;1
1;0;500;1;544;10;82;0;0;0;25;6;0;1
0;0;460;1;413;4;121;0;0;0;25;6;0;1
1;0;2000;1;1688;9;275;0;0;0;25;6;0;1
0;0;500;1;396;6;90;0;0;0;25;6;0;1
1;0;669;1;459;10;64;0;0;0;25;6;0;1
0;0;520;1;348;10;51;0;0;0;25;6;0;1
1;0;800;1;535;3;126;0;0;0;25;6;200;1
1;0;550;1;315;6;68;0;0;0;25;6;0;1
1;0;800;1;441;10;67;0;0;0;25;6;0;1
1;0;800;1;348;10;51;0;0;0;25;6;0;1
0;0;1500;1;570;4;166;0;0;0;25;6;0;1
1;0;1000;1;340;4;100;0;0;0;25;6;0;1
0;0;2000;1;614;10;81;0;0;0;25;6;0;1
1;0;2500;1;710;12;96;0;0;0;25;6;0;1
0;0;2000;1;487;9;79;0;0;0;25;6;0;1
0;0;1200;1;491;2;166;0;0;0;32;94;166;1
1;0;870;1;452;4;133;0;0;1;59;420;0;1
1;0;700;1;329;6;73;0;0;1;43;228;0;1
0;0;3000;1;782;2;426;0;0;1;39;180;0;1
1;0;3000;1;371;4;113;0;0;1;36;144;0;1
1;0;322;1;340;8;61;0;0;0;27;36;0;1
1;0;300;1;351;9;58;0;0;0;25;12;0;1
0;0;482;1;548;12;76;0;0;0;24;0;0;1
1;0;300;1;546;10;75;0;0;0;24;6;0;1
1;0;300;1;479;9;78;0;0;0;24;6;0;1
1;0;592;1;849;10;117;0;0;0;24;6;0;1
1;0;330;1;468;10;68;0;0;0;24;6;0;1
0;1;400;1;537;10;78;0;0;0;24;6;0;1
1;0;300;1;400;6;86;0;0;0;24;6;0;1
0;0;500;1;554;6;118;0;0;0;24;6;0;1
1;0;361;1;329;6;71;0;0;0;24;6;0;1
1;0;435;1;389;6;86;0;0;0;24;6;0;1
1;0;617;1;545;12;73;0;0;0;24;6;0;1
1;0;520;1;459;10;70;0;0;0;24;6;0;1
1;0;355;1;305;6;66;0;0;0;24;6;0;1
1;0;1500;1;1290;10;177;0;0;0;24;6;0;1
0;0;1000;1;786;10;108;0;0;0;24;6;0;1
0;0;480;1;329;4;95;0;0;0;24;6;0;1
0;0;609;1;415;4;122;0;0;0;24;6;0;1
1;0;633;1;399;10;53;0;0;0;24;6;0;1
1;0;1200;1;480;10;67;0;0;0;24;6;0;1
1;0;1000;1;380;10;58;0;0;0;24;6;0;1
1;0;1500;1;429;10;59;0;0;0;24;6;0;1
1;0;344;1;396;9;56;0;0;0;33;120;56;1
1;0;460;1;465;5;114;0;0;0;31;96;0;1
1;0;437;1;335;4;99;0;0;1;28;60;0;1
1;0;500;1;569;6;82;0;0;0;25;24;200;1
0;0;377;1;335;4;99;0;0;1;23;0;0;1
1;0;900;1;390;5;78;0;0;1;23;0;78;1
1;0;335;1;618;10;85;0;0;0;23;6;0;1
0;0;500;1;747;10;103;0;0;0;23;6;0;1
1;0;360;1;519;10;72;0;0;0;23;6;0;1
0;0;400;1;537;10;78;0;0;0;23;6;0;1
1;0;316;1;399;10;55;0;0;0;23;6;0;1
1;0;450;1;509;6;108;0;0;0;23;6;0;1
0;0;300;1;335;10;51;0;0;0;23;6;0;1
0;0;718;1;794;12;107;0;0;0;23;6;0;1
1;0;408;1;398;3;124;0;0;0;23;6;70;1
1;0;500;1;439;5;106;0;0;0;23;6;0;1
1;0;480;1;395;10;58;0;0;0;23;6;0;1
0;0;400;1;329;6;70;0;0;0;23;6;0;1
0;0;606;1;480;10;67;0;0;0;23;6;0;1
1;0;600;1;448;6;96;0;0;0;23;6;0;1
0;2;870;1;639;10;88;0;0;0;23;6;0;1
1;0;1200;1;730;10;103;0;0;0;23;6;50;1
1;0;900;1;537;5;131;0;0;0;23;6;0;1
0;0;750;1;331;6;71;0;0;0;23;6;0;1
1;0;2500;1;399;10;55;0;0;0;23;6;0;1
0;1;1215;1;305;5;64;0;0;1;34;144;50;1
1;0;320;1;460;6;80;0;0;1;33;132;100;1
0;0;769;1;697;3;205;0;0;1;25;36;150;1
0;0;550;1;380;3;144;0;0;1;23;12;0;1
1;0;300;1;650;10;69;0;0;0;22;6;100;1
1;0;500;1;890;12;120;0;0;0;22;6;0;1
0;0;300;1;480;10;67;0;0;0;22;6;0;1
1;0;380;1;597;10;82;0;0;0;22;6;0;1
1;0;300;1;421;10;64;0;0;0;22;6;0;1
1;0;320;1;412;10;60;0;0;0;22;6;0;1
1;0;350;1;445;12;60;0;0;0;22;6;0;1
1;0;380;1;480;10;67;0;0;0;22;6;0;1
0;0;400;1;429;10;60;0;0;0;22;6;0;1
0;0;700;1;399;10;55;0;0;0;22;6;0;1
0;1;1600;1;658;10;82;0;0;0;22;6;0;1
1;0;1400;1;360;10;55;0;0;0;22;6;0;1
0;0;709;1;335;2;114;0;0;0;27;70;114;1
0;0;588;1;465;15;58;0;0;0;37;192;0;1
1;0;420;1;399;6;89;0;0;1;21;0;0;1
1;0;400;1;570;12;77;0;0;0;21;6;0;1
1;0;400;1;537;10;82;0;0;0;21;6;0;1
1;0;479;1;631;6;134;0;0;0;21;6;0;1
0;0;400;1;489;6;108;0;0;0;21;6;0;1
1;0;360;1;319;4;94;0;0;0;21;6;0;1
1;0;1500;1;1227;10;160;0;0;0;21;6;0;1
0;0;650;1;480;10;67;0;0;0;21;6;0;1
1;0;632;1;418;5;101;0;0;0;21;6;0;1
1;0;561;1;358;6;77;0;0;0;21;6;0;1
0;0;1000;1;486;4;141;0;0;0;21;6;0;1
0;0;1000;1;339;4;100;0;0;0;21;6;0;1
0;0;1011;1;418;2;141;0;0;0;33;153;141;1
0;0;650;1;375;7;62;0;0;1;50;360;62;1
0;0;486;1;389;6;87;0;0;1;46;312;0;1
0;0;400;1;368;6;82;0;0;1;31;132;0;1
1;0;643;1;493;3;184;0;0;1;30;120;0;1
1;0;350;1;345;5;85;0;0;1;23;36;0;1
1;0;393;1;597;10;82;0;0;0;20;6;0;1
0;0;450;1;459;9;75;0;0;0;20;6;0;1
0;0;358;1;349;6;75;0;0;0;20;6;0;1
1;0;600;1;350;4;103;0;0;0;20;6;0;1
0;0;543;1;357;4;105;0;0;0;31;144;0;1
1;0;380;1;640;12;76;0;0;0;21;24;80;1
1;0;400;1;451;10;69;0;0;0;19;6;0;1
1;0;450;1;490;12;58;0;0;0;19;6;99;1
1;0;500;1;435;10;66;0;0;0;19;6;0;1
1;0;400;1;329;6;64;0;0;0;19;6;0;1
1;0;800;1;585;10;89;0;0;0;19;6;0;1
0;0;800;1;480;10;67;0;0;0;19;6;0;1
0;0;600;1;793;8;140;0;0;0;33;180;0;1
0;0;300;1;309;6;69;0;0;0;33;180;0;1
0;0;970;1;1414;7;177;0;0;0;28;120;177;1
1;0;550;1;430;6;96;0;0;1;21;36;0;1
0;0;500;1;395;8;70;0;0;1;21;48;0;1
1;0;400;1;420;6;94;0;0;1;36;240;0;1
0;0;796;1;540;6;120;0;0;0;26;120;0;1
0;0;600;1;427;5;86;0;0;1;45;360;80;1
1;0;450;1;389;10;59;0;0;1;34;228;0;1
3;0;1138;1;920;10;125;0;0;1;46;384;100;1
1;0;900;1;423;3;158;0;0;1;24;120;0;1
3;0;600;1;548;15;68;0;0;0;43;360;0;1
1;0;515;1;419;6;93;0;0;1;33;240;0;1
1;0;1391;1;696;2;234;0;0;0;35;297;234;1
0;0;1200;1;586;5;115;0;0;1;38;336;115;1
1;0;453;1;555;10;85;0;0;1;30;240;0;1
0;2;634;1;303;6;51;0;0;0;38;342;0;1
1;0;367;1;459;10;70;0;0;0;21;144;0;1
1;0;566;1;559;10;85;0;0;1;38;384;0;1
0;0;596;1;462;5;95;0;0;0;26;240;80;1
1;0;450;1;369;4;109;0;0;0;25;240;0;1
0;0;600;1;351;6;78;0;0;1;30;312;0;1
1;0;313;1;439;9;72;0;0;1;21;204;0;1
0;0;905;1;548;10;84;0;0;1;33;360;0;1
1;0;679;1;399;5;97;0;0;1;35;408;0;1
0;0;310;1;389;10;60;0;0;0;29;336;0;1
1;0;360;2;471;15;58;0;0;0;59;0;0;1
1;0;305;2;469;12;64;0;0;0;64;132;0;1
0;0;397;2;470;12;64;0;0;0;46;0;0;1
1;0;500;2;959;12;90;0;0;1;44;0;300;1
1;0;500;2;565;9;79;0;0;1;42;120;79;1
0;0;520;2;420;12;58;0;0;0;42;120;0;1
0;0;410;2;872;12;118;0;0;0;28;0;0;1
0;0;400;2;402;6;67;0;0;0;28;12;100;1
0;0;400;2;420;9;59;0;0;0;31;60;59;1
0;0;1042;2;860;9;140;0;0;0;26;12;0;1
0;0;300;2;391;10;60;0;0;0;25;0;0;1
1;0;790;2;918;12;130;0;0;1;36;144;0;1
1;0;328;2;350;10;54;0;0;0;23;0;0;1
0;0;300;2;429;12;58;0;0;0;35;156;0;1
1;0;600;2;895;12;122;0;0;0;24;24;0;1
1;0;700;2;618;6;140;0;0;0;33;144;0;1
0;0;700;2;637;3;174;0;0;0;25;48;174;1
0;0;500;2;574;6;95;0;0;0;44;360;150;1
1;0;745;0;539;12;73;0;0;0;69;6;0;0
1;0;336;0;309;6;52;0;0;0;69;48;0;0
0;0;386;0;425;8;76;0;0;0;69;180;0;0
1;0;1697;0;552;4;119;0;0;0;68;48;119;0
1;0;443;0;461;5;114;0;0;1;68;240;0;0
0;0;457;0;398;9;66;0;0;1;67;0;0;0
0;0;667;0;638;11;89;0;0;0;67;48;0;0
0;0;1356;0;319;5;54;0;0;0;65;0;54;0
3;0;666;0;670;11;93;0;0;0;65;48;0;0
0;0;1509;0;499;12;63;0;0;0;64;48;0;0
0;0;360;0;423;6;71;0;0;0;64;48;0;0
0;0;377;0;561;12;77;0;0;0;64;120;0;0
1;0;621;0;499;10;76;0;0;1;64;120;0;0
0;0;320;0;392;12;53;0;0;0;63;0;0;0
1;0;1100;0;380;4;112;0;0;1;63;0;0;0
1;0;1200;0;695;12;98;0;0;1;63;14;0;0
0;0;529;0;435;6;90;0;0;0;63;48;0;0
0;0;2000;0;699;18;76;0;0;0;62;6;0;0
0;0;2000;0;580;18;62;0;0;0;62;6;0;0
0;0;650;0;805;20;88;0;0;1;62;24;0;0
1;0;473;0;591;6;99;0;0;0;62;48;0;0
1;0;1893;0;979;5;164;0;0;0;62;48;165;0
0;0;360;0;449;21;51;0;0;0;61;0;0;0
0;0;3155;0;1129;3;423;0;0;0;61;48;0;0
3;0;340;0;449;10;69;0;0;0;61;180;0;0
3;2;869;0;829;15;103;0;0;1;59;108;0;0
0;0;1000;0;633;10;96;0;0;1;58;0;0;0
2;0;800;0;598;6;135;0;0;0;58;24;0;0
1;0;1800;0;665;3;247;0;0;0;58;48;0;0
3;0;617;0;933;15;115;0;0;1;58;60;0;0
0;0;3000;0;756;9;123;0;0;1;58;300;0;0
1;0;756;0;617;6;131;0;0;0;57;6;0;0
1;0;2500;0;552;4;119;0;0;0;57;48;119;0
3;0;350;0;458;12;62;0;0;0;57;120;0;0
0;0;1100;0;829;9;125;0;0;0;56;48;0;0
1;0;769;0;1081;12;91;0;0;0;56;48;0;0
0;0;696;0;421;12;57;0;0;1;56;120;0;0
0;0;479;0;458;12;62;0;0;0;55;192;0;0
0;0;493;0;443;12;60;0;0;0;54;0;0;0
0;0;967;0;756;6;126;0;0;0;54;6;0;0
0;0;449;0;445;12;60;0;0;0;54;6;0;0
0;0;2500;0;2199;12;270;0;0;0;54;48;0;0
3;0;602;0;507;6;108;0;0;0;54;48;0;0
1;0;1500;0;432;3;160;0;0;0;54;48;0;0
1;0;502;0;1367;12;115;0;0;0;54;48;0;0
1;0;300;0;442;10;67;0;0;0;54;60;0;0
0;0;400;0;333;4;98;0;0;0;54;96;0;0
1;0;440;0;553;6;105;0;0;0;54;120;80;0
1;0;5000;0;2579;7;502;0;0;1;54;180;0;0
1;0;700;0;676;12;93;1;0;0;53;0;0;0
3;0;490;0;599;10;91;0;0;0;53;0;0;0
0;0;1500;0;500;11;58;0;0;0;53;0;58;0
0;0;1500;0;959;5;173;0;0;1;53;0;250;0
1;0;601;0;404;6;68;0;0;0;53;48;0;0
0;0;778;0;640;10;97;0;0;1;53;360;0;0
3;0;578;0;597;10;91;0;0;1;52;0;0;0
0;0;1200;0;458;10;71;0;0;0;52;12;0;0
0;0;1690;0;1974;6;285;0;0;0;52;48;600;0
0;0;1690;0;1877;6;265;0;0;0;52;48;600;0
0;0;800;0;440;10;67;0;0;1;52;60;0;0
0;0;1300;0;481;11;60;0;0;1;52;60;60;0
0;0;432;0;550;12;75;0;0;0;52;96;0;0
1;0;425;0;395;12;54;0;0;0;52;120;0;0
1;0;550;0;617;8;109;0;0;0;52;144;0;0
0;0;387;0;351;8;62;0;0;1;52;144;0;0
0;0;350;0;925;24;89;0;0;0;51;6;0;0
2;2;600;0;557;12;76;0;0;0;51;8;0;0
3;0;515;0;334;6;52;0;0;0;51;12;100;0
0;0;396;0;556;12;76;0;0;0;51;36;0;0
1;0;881;0;392;6;66;0;0;0;51;48;0;0
1;0;900;0;834;6;140;0;0;0;51;48;0;0
0;0;550;0;335;6;75;0;0;0;51;240;0;0
0;0;496;0;623;12;87;0;0;0;50;0;0;0
0;0;1200;0;598;5;148;0;0;1;50;0;0;0
0;0;370;0;400;12;55;0;0;0;50;8;0;0
1;0;480;0;576;12;78;0;0;1;50;24;0;0
0;0;455;0;901;15;111;0;0;1;50;36;0;0
1;0;381;0;459;12;57;0;0;0;50;48;0;0
0;0;946;0;529;6;111;0;0;0;50;48;0;0
1;0;1000;0;489;3;182;0;0;0;50;48;0;0
1;0;800;0;317;3;118;0;0;0;50;48;0;0
1;0;536;0;430;3;160;0;0;0;50;48;0;0
1;0;1500;0;1617;12;135;0;0;0;50;48;0;0
0;0;350;0;480;12;66;0;0;0;50;84;0;0
1;0;600;0;776;12;105;0;0;1;50;276;0;0
1;0;850;0;514;12;70;0;0;1;49;0;0;0
1;0;639;0;610;12;83;0;0;0;49;0;0;0
0;0;1200;0;519;11;60;0;0;0;49;0;60;0
0;0;300;0;479;12;65;0;0;0;49;6;0;0
1;0;2000;0;309;3;115;0;0;0;49;48;0;0
1;0;4000;0;446;3;166;0;0;0;49;48;0;0
1;0;1500;0;475;10;72;0;0;1;49;60;0;0
0;1;896;0;478;15;59;0;0;0;49;144;0;0
2;0;1533;0;397;7;78;0;0;1;49;180;0;0
3;0;499;0;336;6;77;0;0;1;49;180;0;0
0;0;1063;0;755;5;186;0;0;0;49;240;0;0
3;0;400;0;559;12;79;0;0;0;49;300;0;0
2;0;450;0;458;12;62;0;0;0;49;360;0;0
0;0;300;0;500;12;68;0;0;0;48;0;0;0
0;0;700;0;857;12;116;0;0;0;48;0;0;0
0;0;1850;0;1137;9;185;0;0;0;48;0;0;0
0;0;3000;0;6000;12;692;0;0;0;48;0;0;0
0;0;465;0;519;11;60;0;0;1;48;0;60;0
0;0;650;0;464;6;103;0;0;0;48;0;0;0
0;0;300;0;399;8;57;0;0;0;48;0;80;0
0;0;860;0;965;15;117;0;0;0;48;6;0;0
0;0;550;0;999;12;123;0;0;0;48;48;0;0
1;0;2500;0;346;3;129;0;0;0;48;48;0;0
1;0;2500;0;693;3;257;0;0;0;48;48;0;0
0;0;300;0;416;10;64;0;0;0;48;108;0;0
0;0;800;0;940;15;116;0;0;0;48;120;0;0
0;0;300;0;455;12;63;0;0;1;48;120;0;0
0;0;1800;0;1190;12;162;0;0;1;48;120;0;0
1;0;390;0;569;12;77;0;0;1;48;240;0;0
3;0;409;0;705;15;87;0;0;1;48;360;0;0
0;0;500;0;305;6;51;0;0;0;47;0;0;0
0;4;360;0;620;10;94;0;0;0;47;36;0;0
1;0;689;0;779;12;96;0;0;0;47;48;0;0
0;0;816;0;529;6;111;0;0;0;47;48;0;0
1;0;700;0;849;6;143;0;0;0;47;48;150;0
1;0;1024;0;623;5;126;0;0;0;47;48;0;0
1;0;540;0;730;5;122;0;0;0;47;48;125;0
0;0;395;0;523;15;65;0;0;0;47;96;0;0
0;0;950;0;737;15;95;0;0;1;47;120;0;0
1;0;1190;0;420;6;99;0;0;1;47;120;0;0
3;0;566;0;703;12;96;0;0;0;47;144;0;0
1;0;478;0;404;4;121;0;0;1;47;180;0;0
0;0;410;0;348;10;54;0;0;0;46;0;0;0
1;0;1368;0;330;6;75;0;0;0;46;0;0;0
0;0;2200;0;2498;6;525;0;0;0;46;0;0;0
0;0;1200;0;320;3;123;0;0;0;46;0;0;0
0;0;800;0;518;10;79;0;0;0;46;18;0;0
0;0;1600;0;716;10;109;0;0;1;46;36;0;0
2;0;1700;0;489;11;68;0;0;0;46;48;0;0
1;0;500;0;399;6;89;0;0;0;46;120;0;0
1;0;1699;0;1187;10;180;0;0;0;46;144;0;0
2;0;380;0;598;12;81;0;0;1;46;240;0;0
0;0;400;0;478;10;74;0;0;0;45;0;0;0
1;0;1200;0;598;9;99;0;0;0;45;0;0;0
0;0;972;0;559;3;152;0;0;0;45;0;152;0
1;0;314;0;443;12;60;0;0;1;45;12;0;0
0;0;533;0;475;12;65;0;0;0;45;24;0;0
1;0;500;0;450;4;114;0;0;0;45;48;0;0
1;0;330;0;496;12;68;0;0;0;45;72;0;0
1;0;480;0;488;12;66;0;0;0;45;120;0;0
2;0;721;0;666;10;101;0;0;0;45;144;0;0
0;0;600;0;505;10;77;0;0;0;45;240;0;0
1;0;600;0;409;10;63;0;0;1;45;240;0;0
1;0;1000;0;471;3;176;0;0;1;45;240;0;0
3;0;667;0;567;15;70;0;0;0;45;288;0;0
3;0;483;0;587;10;90;0;0;1;45;300;0;0
0;0;320;0;480;12;65;0;0;1;44;0;0;0
0;2;400;0;464;8;82;0;0;0;44;9;0;0
1;0;900;0;370;6;61;0;0;1;44;17;100;0
1;0;390;0;561;11;78;0;0;0;44;48;0;0
0;0;1018;0;899;12;114;0;0;0;44;48;0;0
1;0;1052;0;417;3;155;0;0;0;44;48;0;0
1;0;2000;0;525;2;285;0;0;0;44;48;0;0
1;0;540;0;562;15;70;0;0;0;44;240;0;0
0;0;300;0;495;10;75;0;0;0;44;300;0;0
0;4;500;0;343;10;52;0;0;0;44;336;0;0
3;0;350;0;488;12;66;0;0;0;43;0;0;0
0;0;1200;0;602;4;137;0;0;0;43;0;137;0
0;0;469;0;345;6;58;0;0;0;43;0;0;0
3;0;500;0;428;15;54;0;0;0;43;4;0;0
0;0;500;0;483;10;58;0;0;1;43;8;100;0
1;0;942;0;407;12;55;0;0;1;43;12;0;0
0;0;900;0;538;10;71;0;0;0;43;18;71;0
1;0;600;0;569;12;70;0;0;0;43;48;0;0
1;0;2000;0;486;3;177;0;0;0;43;48;0;0
1;0;813;0;552;4;119;0;0;0;43;48;119;0
1;0;3000;0;360;1;376;0;0;0;43;48;0;0
