"atividadeescolar";"atividadelazer";"atividadeoutra";"atividadegrupo";"atividadesconcluidas";"dificuldadeutilizacao";"tiposoftware";"localutilizacao";"tipoatividade";"disciplina"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Apresentação Cultural (Teatro, Dança, etc)";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Apresentação Cultural (Teatro, Dança, etc)";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Aula Passeio";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Aula Passeio";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Aula Passeio";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Aula Passeio";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Aula Passeio";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Aula Passeio";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Aula Passeio";"História"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Aula Passeio";"História"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Aula Passeio";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Aula Passeio";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Aula Passeio";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Aula Passeio";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Aula Passeio";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Aula Passeio";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Dinâmica";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Dinâmica";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Dinâmica";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Dinâmica";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Dinâmica";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Dinâmica";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Dinâmica";"História"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Dinâmica";"História"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Dinâmica";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Dinâmica";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Dinâmica";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Dinâmica";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Dinâmica";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Dinâmica";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Entrevista";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Entrevista";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Entrevista";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Entrevista";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Entrevista";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Entrevista";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Entrevista";"História"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Entrevista";"História"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Entrevista";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Entrevista";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Entrevista";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Entrevista";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Entrevista";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Entrevista";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Excursão Cultural";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Excursão Cultural";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Excursão Cultural";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Excursão Cultural";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Excursão Cultural";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Excursão Cultural";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Excursão Cultural";"História"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Excursão Cultural";"História"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Excursão Cultural";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Excursão Cultural";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Excursão Cultural";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Excursão Cultural";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Excursão Cultural";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Excursão Cultural";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exercício";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Exercício";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exercício";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Exercício";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exercício";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Exercício";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exercício";"História"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Exercício";"História"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exercício";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Exercício";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exercício";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Exercício";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Exercício";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exposição";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Exposição";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exposição";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Exposição";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exposição";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Exposição";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exposição";"História"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Exposição";"História"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exposição";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Exposição";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exposição";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Exposição";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exposição";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Exposição";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Jogos";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Jogos";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Jogos";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Jogos";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Jogos";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Jogos";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Jogos";"História"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Jogos";"História"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Jogos";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Jogos";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Jogos";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Jogos";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Jogos";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Leitura";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Leitura";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Leitura";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Leitura";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Leitura";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Leitura";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Leitura";"História"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Leitura";"História"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Leitura";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Leitura";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Leitura";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Leitura";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Leitura";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Palestra";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Palestra";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Palestra";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Palestra";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Palestra";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Palestra";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Palestra";"História"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Palestra";"História"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Palestra";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Palestra";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Palestra";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Palestra";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Palestra";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Palestra";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Pesquisa";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Pesquisa";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Pesquisa";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"História"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Pesquisa";"História"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Pesquisa";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Pesquisa";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Pesquisa";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Produção de Material (Texto, Vídeo, etc)";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Produção de Material (Texto, Vídeo, etc)";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Produção de Material (Texto, Vídeo, etc)";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"História"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Produção de Material (Texto, Vídeo, etc)";"História"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Produção de Material (Texto, Vídeo, etc)";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Produção de Material (Texto, Vídeo, etc)";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Outros";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Outros";"Educação Física"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Outros";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Outros";"Inglês"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Outros";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Outros";"Geografia"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Outros";"História"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Outros";"História"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Outros";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Outros";"Ciências"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Outros";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Outros";"Matemática"
t;t;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Outros";"Língua Portuguesa"
t;t;t;f;"T";"P";"Navegador Web";"Passeio escolar";"Outros";"Língua Portuguesa"
f;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Entrevista";"Língua Portuguesa"
t;f;t;f;"N";"M";"Webcam";"Sala de Aula";"Leitura";"Outras"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Leitura";"Outras"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Leitura";"Outras"
t;f;t;f;"N";"M";"Webcam";"Biblioteca";"Leitura";"Outras"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Biblioteca";"Leitura";"Outras"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Biblioteca";"Leitura";"Outras"
t;f;t;f;"N";"M";"Webcam";"Passeio particular";"Leitura";"Outras"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Passeio particular";"Leitura";"Outras"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Passeio particular";"Leitura";"Outras"
t;f;t;f;"N";"M";"Webcam";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Webcam";"Biblioteca";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Biblioteca";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Biblioteca";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Webcam";"Passeio particular";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Passeio particular";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Passeio particular";"Leitura";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Palestra";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Palestra";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Palestra";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Pesquisa";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Pesquisa";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
f;f;t;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Outras"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Matemática"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Palestra";"Matemática"
t;f;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Palestra";"Língua Portuguesa"
f;f;t;f;"N";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Outros";"Outras"
f;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Entrevista";"Língua Portuguesa"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Leitura";"Outras"
t;f;t;f;"N";"M";"Webcam";"Sala de Aula";"Leitura";"Outras"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Leitura";"Outras"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Biblioteca";"Leitura";"Outras"
t;f;t;f;"N";"M";"Webcam";"Biblioteca";"Leitura";"Outras"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Biblioteca";"Leitura";"Outras"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Passeio particular";"Leitura";"Outras"
t;f;t;f;"N";"M";"Webcam";"Passeio particular";"Leitura";"Outras"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Passeio particular";"Leitura";"Outras"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Webcam";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Biblioteca";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Webcam";"Biblioteca";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Biblioteca";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Passeio particular";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Webcam";"Passeio particular";"Leitura";"Língua Portuguesa"
t;f;t;f;"N";"M";"Suíte de aplicativos para escritório";"Passeio particular";"Leitura";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Dinâmica";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Dinâmica";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Palestra";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Palestra";"Língua Portuguesa"
t;f;f;f;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Artes"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"História"
t;f;f;t;"T";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Aula Passeio";"Artes"
t;f;f;t;"T";"P";"Suíte de aplicativos para escritório";"Casa";"Aula Passeio";"Artes"
t;f;f;t;"T";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Artes"
t;f;f;t;"T";"P";"Suíte de aplicativos para escritório";"Casa";"Exercício";"Artes"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Exercício";"Outras"
f;f;t;f;"A";"P";"Webcam";"Sala de Aula";"Exercício";"Outras"
f;f;t;f;"A";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Outras"
f;f;t;f;"A";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Outras"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;f;t;f;"A";"P";"Webcam";"Sala de Aula";"Outros";"Outras"
f;f;t;f;"A";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Outros";"Outras"
f;f;t;f;"A";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Outros";"Outras"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Palestra";"Matemática"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Palestra";"Matemática"
t;f;f;t;"A";"P";"Comunicador Instantâneo";"Sala de Aula";"Palestra";"Matemática"
f;f;t;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Geografia"
f;f;t;t;"A";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;f;t;t;"A";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;f;t;f;"T";"N";"Navegador Web";"Pátio da escola";"Outros";"Outras"
f;f;t;f;"T";"N";"Webcam";"Sala de Aula";"Outros";"Outras"
f;f;t;f;"T";"N";"Webcam";"Passeio escolar";"Outros";"Outras"
f;f;t;f;"T";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Outros";"Outras"
t;f;f;f;"T";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"História"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Educação Física"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Educação Física"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"História"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"História"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"História"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"História"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"História"
t;f;f;f;"N";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Outras"
f;f;t;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
t;f;f;f;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Outras"
t;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"História"
t;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"História"
t;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"História"
t;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"História"
t;f;f;t;"T";"N";"Webcam";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Outras"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Outras"
